Date,  Galaxy,Planet_ID,Country,Disaster,Death_Count
13-12-2017,Milky Way,61,Japan,Volcano,52
05-06-2017,Milky Way,261,China,Landslide,0
16-07-2018,Sombrero,,UK,,848
24-10-2018,Milky Way,66,France,Flood,15
14-02-2018,Milky Way,17,France,Flood,0
25-08-2018,Sombrero,,Japan,,737
11-02-2019,Milky Way,120,Malaysia,Earthquake,65
03-08-2018,Milky Way,147,South Korea,BushFIre,39
03-06-2018,Milky Way,72,New Zealand,Landslide,3
28-02-2018,Milky Way,20,Australia,Flood,199
09-06-2019,Milky Way,111,France,Flood,0
06-09-2018,Milky Way,66,France,Flood,11
27-08-2018,Milky Way,265,France,Flood,0
24-11-2017,Milky Way,43,Spain,Flood,0
10-07-2017,Milky Way,67,Japan,Volcano,113
20-09-2018,Milky Way,36,India,Earthquake,106
21-03-2018,Sombrero,,Pakistan,,0
27-05-2019,Milky Way,267,France,Flood,0
20-10-2018,Milky Way,65,India,Earthquake,27
07-04-2019,Milky Way,264,New Zealand,Landslide,0
20-07-2017,Milky Way,16,Indonesia,Flood,68
05-08-2017,Sombrero,,Mongolia,,593
29-10-2017,Milky Way,260,Spain,Flood,0
10-03-2018,Milky Way,79,Germany,Earthquake,13
15-03-2019,Milky Way,137,North Korea,Volcano,54
15-09-2018,Milky Way,77,North Korea,Volcano,28
18-12-2018,Sombrero,,Spain,,11506
18-06-2018,Sombrero,,Australia,,2535
02-07-2017,Sombrero,,South Korea,,65
21-04-2017,Sombrero,,South Korea,,227
17-01-2018,Milky Way,78,North Korea,Volcano,32
27-08-2018,Milky Way,135,North Korea,Volcano,173
22-05-2019,Milky Way,159,Singapore,Earthquake,69
03-03-2019,Milky Way,29,Mongolia,Earthquake,15
02-10-2018,Milky Way,159,Singapore,Earthquake,0
01-10-2017,Milky Way,85,North Korea,Volcano,17
15-04-2019,Milky Way,42,Mongolia,Earthquake,86
25-01-2018,Milky Way,266,Indonesia,Flood,0
09-02-2019,Milky Way,136,Spain,Flood,0
06-10-2017,Sombrero,,India,,257
25-05-2019,Milky Way,257,Japan,Volcano,7
08-10-2018,Milky Way,257,Japan,Volcano,33
10-06-2018,Milky Way,254,India,Earthquake,1
28-05-2017,Milky Way,268,UK,Earthquake,0
25-02-2019,Milky Way,14,UK,Earthquake,53
07-06-2017,Milky Way,7,Mongolia,Earthquake,39
25-10-2017,Milky Way,13,Spain,Flood,24
17-06-2018,Milky Way,11,Mongolia,Earthquake,76
06-11-2017,Sombrero,,UK,,96
25-02-2019,Milky Way,43,Spain,Flood,16
22-02-2018,Milky Way,84,USA,BushFIre,0
20-06-2017,Milky Way,48,Australia,Flood,39
14-10-2018,Milky Way,7,Mongolia,Earthquake,107
16-08-2018,Milky Way,17,France,Flood,27
10-11-2018,Sombrero,,Spain,,567
15-01-2018,Milky Way,262,UK,Earthquake,0
24-03-2019,Milky Way,8,Mongolia,Earthquake,32
21-07-2017,Milky Way,120,Malaysia,Earthquake,28
08-10-2018,Milky Way,11,Mongolia,Earthquake,70
09-10-2017,Sombrero,,Japan,,185
04-05-2018,Milky Way,120,Malaysia,Earthquake,33
17-04-2017,Milky Way,261,China,Landslide,0
15-12-2018,Milky Way,251,Malaysia,Earthquake,30
26-11-2018,Milky Way,270,UK,Earthquake,0
28-04-2017,Milky Way,16,Indonesia,Flood,78
16-05-2018,Milky Way,103,Singapore,Earthquake,33
23-11-2018,Milky Way,268,UK,Earthquake,0
03-02-2019,Milky Way,103,Singapore,Earthquake,40
28-11-2017,Milky Way,165,Australia,Earthquake,9
13-06-2017,Milky Way,165,Australia,Earthquake,20
04-11-2018,Sombrero,,Bangladesh,,1070
06-05-2019,Milky Way,259,China,Landslide,9
23-11-2017,Milky Way,15,New Zealand,Landslide,16
14-02-2019,Milky Way,63,Pakistan,Flood,20
01-03-2018,Milky Way,135,North Korea,Volcano,0
23-05-2018,Milky Way,268,UK,Earthquake,0
25-12-2017,Milky Way,70,North Korea,Volcano,8
13-06-2017,Milky Way,10,Mongolia,Earthquake,53
16-08-2018,Milky Way,251,Malaysia,Earthquake,69
20-06-2017,Milky Way,165,Australia,Earthquake,3
09-02-2019,Milky Way,100,UK,Earthquake,0
10-03-2019,Milky Way,43,Spain,Flood,0
01-02-2018,Milky Way,18,North Korea,Volcano,11
30-08-2018,Sombrero,,Australia,,454
16-04-2017,Milky Way,7,Mongolia,Earthquake,3
08-09-2017,Milky Way,267,France,Flood,0
30-04-2017,Milky Way,21,North Korea,Volcano,0
09-09-2018,Milky Way,255,India,Earthquake,3
22-09-2017,Sombrero,,Malaysia,,0
20-04-2017,Milky Way,217,Singapore,Earthquake,0
19-10-2017,Sombrero,,Singapore,,48
06-08-2018,Milky Way,137,North Korea,Volcano,56
20-06-2018,Sombrero,,USA,,579
12-01-2019,Milky Way,9,Mongolia,Earthquake,33
23-08-2018,Milky Way,66,France,Flood,4
06-03-2018,Milky Way,257,Japan,Volcano,0
02-01-2019,Milky Way,78,North Korea,Volcano,27
23-06-2019,Milky Way,101,UK,Earthquake,16
07-07-2017,Milky Way,147,South Korea,BushFIre,17
28-09-2018,Milky Way,101,UK,Earthquake,2
02-09-2018,Milky Way,159,Singapore,Earthquake,0
23-07-2018,Milky Way,20,Australia,Flood,62
23-09-2017,Milky Way,117,North Korea,Volcano,0
19-12-2017,Milky Way,264,New Zealand,Landslide,0
27-08-2018,Milky Way,19,North Korea,Volcano,90
23-04-2019,Sombrero,,Mongolia,,2437
24-05-2017,Milky Way,268,UK,Earthquake,0
07-10-2017,Milky Way,270,UK,Earthquake,0
21-05-2018,Milky Way,254,India,Earthquake,17
05-12-2018,Milky Way,10,Mongolia,Earthquake,43
16-09-2018,Milky Way,250,Japan,Volcano,2
08-05-2018,Milky Way,42,Mongolia,Earthquake,38
26-03-2018,Sombrero,,Spain,,5438
15-05-2018,Milky Way,271,China,Landslide,0
20-05-2018,Milky Way,13,Spain,Flood,5
31-07-2018,Milky Way,15,New Zealand,Landslide,130
19-10-2017,Milky Way,48,Australia,Flood,64
01-10-2017,Milky Way,165,Australia,Earthquake,10
10-05-2018,Milky Way,63,Pakistan,Flood,13
30-12-2017,Sombrero,,New Zealand,,0
07-04-2017,Milky Way,17,France,Flood,5
05-05-2017,Milky Way,10,Mongolia,Earthquake,74
30-04-2019,Milky Way,72,New Zealand,Landslide,8
10-07-2017,Milky Way,111,France,Flood,0
21-05-2018,Milky Way,34,Japan,Volcano,156
09-12-2018,Milky Way,7,Mongolia,Earthquake,10
08-11-2018,Milky Way,267,France,Flood,0
04-06-2019,Sombrero,,Japan,,121
09-03-2018,Milky Way,63,Pakistan,Flood,18
15-01-2018,Milky Way,111,France,Flood,0
29-01-2018,Milky Way,117,North Korea,Volcano,2
18-04-2017,Milky Way,77,North Korea,Volcano,3
10-01-2019,Milky Way,5,Bangladesh,Flood,265
06-06-2018,Sombrero,,Japan,,367
23-06-2017,Milky Way,165,Australia,Earthquake,18
19-04-2017,Milky Way,35,Spain,Flood,0
15-05-2018,Milky Way,270,UK,Earthquake,0
28-10-2017,Milky Way,251,Malaysia,Earthquake,14
06-08-2018,Milky Way,64,Bangladesh,Flood,13
12-05-2019,Milky Way,100,UK,Earthquake,12
25-06-2019,Milky Way,268,UK,Earthquake,0
09-02-2018,Sombrero,,Spain,,2354
09-02-2019,Milky Way,270,UK,Earthquake,0
14-07-2018,Milky Way,29,Mongolia,Earthquake,11
20-10-2018,Sombrero,,China,,0
31-01-2018,Milky Way,103,Singapore,Earthquake,201
21-05-2019,Milky Way,82,Russia,Flood,29
10-10-2017,Milky Way,9,Mongolia,Earthquake,16
26-05-2018,Milky Way,255,India,Earthquake,12
02-04-2019,Milky Way,254,India,Earthquake,38
14-01-2019,Sombrero,,South Korea,,1531
12-12-2017,Milky Way,266,Indonesia,Flood,0
15-06-2017,Milky Way,249,North Korea,Volcano,4
25-03-2018,Milky Way,8,Mongolia,Earthquake,34
30-03-2019,Milky Way,258,China,Landslide,21
13-03-2019,Milky Way,103,Singapore,Earthquake,48
06-05-2018,Milky Way,255,India,Earthquake,7
18-06-2017,Milky Way,70,North Korea,Volcano,1
11-08-2018,Milky Way,17,France,Flood,15
18-10-2017,Milky Way,263,France,Flood,0
04-05-2018,Milky Way,104,Pakistan,Flood,32
30-06-2018,Milky Way,77,North Korea,Volcano,25
25-04-2018,Milky Way,74,North Korea,Volcano,43
03-04-2018,Milky Way,13,Spain,Flood,0
04-05-2018,Milky Way,18,North Korea,Volcano,44
06-10-2017,Milky Way,266,Indonesia,Flood,0
10-05-2017,Sombrero,,Bangladesh,,510
02-06-2017,Milky Way,35,Spain,Flood,0
16-11-2017,Milky Way,43,Spain,Flood,0
11-08-2017,Sombrero,,Russia,,1543
15-04-2018,Milky Way,34,Japan,Volcano,29
15-05-2018,Milky Way,217,Singapore,Earthquake,0
22-09-2018,Milky Way,257,Japan,Volcano,18
17-03-2019,Milky Way,165,Australia,Earthquake,13
08-08-2017,Milky Way,259,China,Landslide,0
28-03-2019,Milky Way,9,Mongolia,Earthquake,49
05-02-2019,Milky Way,67,Japan,Volcano,95
24-12-2018,Milky Way,74,North Korea,Volcano,56
19-06-2019,Milky Way,15,New Zealand,Landslide,87
16-09-2017,Milky Way,34,Japan,Volcano,193
10-05-2017,Milky Way,267,France,Flood,0
22-05-2017,Sombrero,,Japan,,345
18-05-2017,Milky Way,268,UK,Earthquake,0
21-11-2018,Milky Way,42,Mongolia,Earthquake,32
02-09-2018,Milky Way,61,Japan,Volcano,0
06-03-2018,Milky Way,16,Indonesia,Flood,109
02-11-2017,Milky Way,259,China,Landslide,0
02-07-2019,Milky Way,62,New Zealand,Landslide,7
06-10-2018,Milky Way,68,Japan,Volcano,37
03-02-2019,Milky Way,267,France,Flood,0
11-06-2019,Milky Way,72,New Zealand,Landslide,8
19-06-2018,Milky Way,76,Spain,Flood,10
04-09-2018,Milky Way,34,Japan,Volcano,122
31-07-2018,Milky Way,135,North Korea,Volcano,404
17-04-2017,Milky Way,136,Spain,Flood,56
19-09-2017,Milky Way,251,Malaysia,Earthquake,32
20-03-2019,Sombrero,,Malaysia,,368
10-08-2017,Sombrero,,Australia,,1320
28-12-2017,Milky Way,265,France,Flood,0
30-11-2018,Milky Way,257,Japan,Volcano,17
31-07-2018,Milky Way,147,South Korea,BushFIre,92
28-11-2017,Milky Way,137,North Korea,Volcano,28
27-03-2018,Milky Way,121,Bangladesh,Flood,0
30-01-2018,Milky Way,111,France,Flood,0
13-02-2018,Sombrero,,South Korea,,1158
13-08-2017,Milky Way,202,Germany,Earthquake,0
27-06-2019,Sombrero,,South Korea,,1113
09-07-2019,Sombrero,,Russia,,616
11-06-2018,Sombrero,,Mongolia,,1237
17-08-2018,Milky Way,251,Malaysia,Earthquake,43
23-02-2018,Milky Way,103,Singapore,Earthquake,52
18-11-2017,Milky Way,202,Germany,Earthquake,5
07-07-2017,Milky Way,66,France,Flood,0
13-08-2018,Milky Way,117,North Korea,Volcano,7
02-10-2018,Milky Way,1,Mongolia,Earthquake,1
08-01-2019,Milky Way,82,Russia,Flood,4
05-07-2019,Milky Way,255,India,Earthquake,0
16-07-2017,Sombrero,,Spain,,2360
05-06-2017,Milky Way,73,New Zealand,Landslide,11
01-04-2018,Milky Way,250,Japan,Volcano,0
04-11-2017,Milky Way,9,Mongolia,Earthquake,0
13-09-2017,Sombrero,,USA,,508
25-06-2018,Milky Way,254,India,Earthquake,14
27-01-2019,Milky Way,254,India,Earthquake,2
25-04-2018,Milky Way,254,India,Earthquake,11
15-02-2019,Milky Way,101,UK,Earthquake,11
03-05-2017,Sombrero,,Bangladesh,,332
03-08-2017,Milky Way,262,UK,Earthquake,0
09-06-2017,Milky Way,248,North Korea,Volcano,5
12-09-2017,Milky Way,147,South Korea,BushFIre,7
17-06-2017,Milky Way,260,Spain,Flood,0
12-03-2019,Milky Way,67,Japan,Volcano,137
30-07-2018,Milky Way,117,North Korea,Volcano,8
16-03-2019,Milky Way,35,Spain,Flood,10
19-07-2017,Milky Way,8,Mongolia,Earthquake,36
30-05-2018,Milky Way,265,France,Flood,0
31-01-2018,Milky Way,267,France,Flood,0
01-08-2018,Milky Way,84,USA,BushFIre,2
13-10-2017,Milky Way,254,India,Earthquake,6
26-05-2017,Milky Way,217,Singapore,Earthquake,0
14-05-2017,Milky Way,74,North Korea,Volcano,1
20-09-2018,Milky Way,8,Mongolia,Earthquake,41
30-07-2017,Milky Way,29,Mongolia,Earthquake,3
31-05-2017,Milky Way,159,Singapore,Earthquake,0
26-05-2019,Milky Way,255,India,Earthquake,5
29-07-2018,Sombrero,,Australia,,816
20-12-2017,Milky Way,1,Mongolia,Earthquake,216
01-04-2019,Milky Way,18,North Korea,Volcano,2
25-10-2018,Sombrero,,North Korea,,752
21-02-2018,Milky Way,104,Pakistan,Flood,23
19-03-2018,Milky Way,17,France,Flood,29
12-03-2019,Sombrero,,South Korea,,2016
09-02-2019,Milky Way,21,North Korea,Volcano,23
23-12-2018,Sombrero,,Singapore,,2945
09-03-2019,Sombrero,,Pakistan,,164
24-09-2017,Milky Way,64,Bangladesh,Flood,8
29-12-2017,Milky Way,262,UK,Earthquake,0
28-05-2017,Sombrero,,USA,,18
13-10-2018,Milky Way,254,India,Earthquake,27
26-12-2018,Milky Way,263,France,Flood,0
04-05-2019,Milky Way,120,Malaysia,Earthquake,14
12-09-2018,Milky Way,266,Indonesia,Flood,0
16-03-2019,Milky Way,270,UK,Earthquake,0
26-09-2018,Sombrero,,Pakistan,,586
02-01-2018,Milky Way,72,New Zealand,Landslide,0
12-09-2018,Sombrero,,Australia,,1851
18-11-2017,Milky Way,72,New Zealand,Landslide,6
30-04-2018,Milky Way,258,China,Landslide,0
09-10-2018,Milky Way,69,Spain,Flood,10
10-10-2017,Milky Way,14,UK,Earthquake,0
25-04-2018,Milky Way,13,Spain,Flood,35
23-06-2018,Milky Way,7,Mongolia,Earthquake,39
17-01-2019,Sombrero,,UK,,597
28-04-2017,Sombrero,,Spain,,65
12-11-2018,Milky Way,3,Canada,Landslide,247
26-04-2017,Milky Way,16,Indonesia,Flood,42
20-06-2017,Milky Way,135,North Korea,Volcano,133
06-06-2017,Milky Way,29,Mongolia,Earthquake,1
15-01-2019,Milky Way,18,North Korea,Volcano,80
30-04-2017,Milky Way,35,Spain,Flood,0
21-05-2019,Milky Way,217,Singapore,Earthquake,35
30-10-2017,Sombrero,,Russia,,141
16-10-2017,Sombrero,,South Korea,,553
11-06-2018,Milky Way,269,UK,Earthquake,0
25-09-2017,Milky Way,79,Germany,Earthquake,41
20-09-2017,Milky Way,77,North Korea,Volcano,26
23-08-2018,Milky Way,101,UK,Earthquake,5
27-10-2017,Milky Way,121,Bangladesh,Flood,0
04-02-2018,Sombrero,,Bangladesh,,836
17-12-2017,Milky Way,249,North Korea,Volcano,5
19-05-2018,Milky Way,64,Bangladesh,Flood,16
25-06-2019,Milky Way,261,China,Landslide,22
02-10-2017,Milky Way,85,North Korea,Volcano,1
28-04-2018,Sombrero,,Spain,,2707
23-07-2017,Milky Way,105,Japan,Volcano,0
15-01-2019,Milky Way,100,UK,Earthquake,13
30-07-2017,Milky Way,13,Spain,Flood,4
01-01-2019,Milky Way,13,Spain,Flood,1
15-05-2018,Milky Way,67,Japan,Volcano,153
25-06-2019,Milky Way,259,China,Landslide,4
06-12-2017,Milky Way,260,Spain,Flood,0
10-08-2018,Milky Way,100,UK,Earthquake,3
29-08-2018,Milky Way,207,Japan,Volcano,13
24-06-2017,Milky Way,19,North Korea,Volcano,106
23-03-2019,Milky Way,9,Mongolia,Earthquake,47
18-09-2018,Milky Way,136,Spain,Flood,93
05-07-2018,Milky Way,17,France,Flood,24
08-06-2017,Milky Way,7,Mongolia,Earthquake,24
18-10-2018,Milky Way,8,Mongolia,Earthquake,17
28-04-2017,Milky Way,84,USA,BushFIre,0
21-05-2019,Milky Way,111,France,Flood,5
23-05-2017,Milky Way,16,Indonesia,Flood,58
11-03-2019,Milky Way,14,UK,Earthquake,56
24-03-2018,Milky Way,11,Mongolia,Earthquake,51
22-12-2018,Milky Way,255,India,Earthquake,15
14-04-2017,Milky Way,265,France,Flood,0
25-12-2017,Milky Way,207,Japan,Volcano,3
23-08-2018,Milky Way,159,Singapore,Earthquake,35
24-05-2018,Milky Way,103,Singapore,Earthquake,47
08-10-2018,Milky Way,63,Pakistan,Flood,36
01-01-2019,Milky Way,271,China,Landslide,0
01-08-2017,Milky Way,43,Spain,Flood,0
09-11-2018,Milky Way,20,Australia,Flood,59
24-12-2018,Milky Way,42,Mongolia,Earthquake,36
14-01-2018,Sombrero,,Spain,,1130
17-05-2019,Milky Way,270,UK,Earthquake,0
27-07-2018,Milky Way,34,Japan,Volcano,158
20-11-2018,Sombrero,,South Korea,,1366
23-08-2018,Milky Way,271,China,Landslide,0
02-09-2018,Milky Way,101,UK,Earthquake,0
29-09-2018,Milky Way,263,France,Flood,0
27-04-2018,Sombrero,,Mongolia,,1107
17-01-2018,Sombrero,,Russia,,2265
21-07-2017,Milky Way,136,Spain,Flood,49
04-04-2017,Milky Way,165,Australia,Earthquake,0
29-12-2017,Sombrero,,UK,,74
22-11-2017,Milky Way,69,Spain,Flood,0
04-04-2019,Milky Way,264,New Zealand,Landslide,0
05-03-2018,Milky Way,1,Mongolia,Earthquake,241
07-08-2018,Milky Way,207,Japan,Volcano,8
23-12-2017,Milky Way,29,Mongolia,Earthquake,14
27-04-2019,Milky Way,159,Singapore,Earthquake,32
17-07-2018,Milky Way,21,North Korea,Volcano,41
19-04-2017,Milky Way,15,New Zealand,Landslide,11
01-06-2019,Milky Way,263,France,Flood,0
30-12-2018,Milky Way,85,North Korea,Volcano,5
02-01-2019,Sombrero,,South Korea,,141
08-05-2018,Milky Way,104,Pakistan,Flood,24
15-05-2017,Milky Way,76,Spain,Flood,9
30-11-2017,Sombrero,,India,,39
24-06-2019,Milky Way,72,New Zealand,Landslide,21
17-12-2017,Milky Way,9,Mongolia,Earthquake,20
09-11-2018,Milky Way,79,Germany,Earthquake,74
22-08-2017,Milky Way,72,New Zealand,Landslide,23
07-01-2019,Milky Way,103,Singapore,Earthquake,39
08-03-2019,Sombrero,,Pakistan,,174
30-01-2018,Milky Way,84,USA,BushFIre,0
08-06-2019,Milky Way,202,Germany,Earthquake,16
13-01-2018,Milky Way,3,Canada,Landslide,52
05-04-2019,Milky Way,258,China,Landslide,21
31-01-2018,Milky Way,1,Mongolia,Earthquake,667
13-02-2018,Milky Way,137,North Korea,Volcano,43
11-01-2018,Milky Way,8,Mongolia,Earthquake,35
16-09-2018,Milky Way,17,France,Flood,1
13-08-2018,Milky Way,42,Mongolia,Earthquake,24
10-09-2017,Milky Way,271,China,Landslide,0
03-05-2017,Milky Way,3,Canada,Landslide,16
23-04-2019,Sombrero,,Japan,,81
22-12-2018,Milky Way,251,Malaysia,Earthquake,19
09-06-2018,Milky Way,63,Pakistan,Flood,20
25-06-2018,Sombrero,,Russia,,1988
17-12-2017,Milky Way,62,New Zealand,Landslide,2
15-06-2018,Milky Way,270,UK,Earthquake,0
18-01-2019,Milky Way,137,North Korea,Volcano,47
08-01-2018,Milky Way,266,Indonesia,Flood,0
10-01-2019,Milky Way,271,China,Landslide,0
02-06-2018,Milky Way,14,UK,Earthquake,0
15-12-2018,Sombrero,,North Korea,,691
06-05-2019,Milky Way,261,China,Landslide,22
04-01-2019,Milky Way,7,Mongolia,Earthquake,48
22-07-2018,Sombrero,,Australia,,2816
28-03-2018,Milky Way,255,India,Earthquake,20
25-05-2019,Milky Way,84,USA,BushFIre,7
27-05-2017,Milky Way,42,Mongolia,Earthquake,15
08-11-2017,Milky Way,267,France,Flood,0
30-06-2018,Sombrero,,Japan,,66
13-08-2017,Milky Way,64,Bangladesh,Flood,0
10-06-2017,Milky Way,68,Japan,Volcano,6
10-10-2017,Milky Way,103,Singapore,Earthquake,36
30-05-2018,Milky Way,7,Mongolia,Earthquake,40
30-06-2019,Milky Way,250,Japan,Volcano,1
06-12-2018,Milky Way,67,Japan,Volcano,86
22-03-2018,Milky Way,261,China,Landslide,0
27-04-2018,Milky Way,65,India,Earthquake,34
02-07-2019,Sombrero,,Spain,,3341
14-06-2019,Milky Way,268,UK,Earthquake,0
10-04-2018,Milky Way,34,Japan,Volcano,1
05-02-2018,Milky Way,68,Japan,Volcano,26
08-05-2017,Milky Way,79,Germany,Earthquake,0
30-03-2019,Milky Way,63,Pakistan,Flood,20
07-04-2019,Milky Way,69,Spain,Flood,1
30-04-2019,Milky Way,67,Japan,Volcano,92
23-01-2018,Milky Way,11,Mongolia,Earthquake,27
04-06-2017,Milky Way,11,Mongolia,Earthquake,6
24-10-2018,Milky Way,202,Germany,Earthquake,44
17-02-2018,Milky Way,62,New Zealand,Landslide,2
09-05-2018,Milky Way,62,New Zealand,Landslide,13
22-07-2018,Sombrero,,USA,,130
07-04-2017,Milky Way,10,Mongolia,Earthquake,29
28-04-2018,Milky Way,271,China,Landslide,0
29-05-2018,Milky Way,111,France,Flood,0
12-04-2018,Milky Way,261,China,Landslide,0
15-06-2019,Milky Way,266,Indonesia,Flood,5
07-10-2018,Milky Way,42,Mongolia,Earthquake,45
17-05-2019,Milky Way,61,Japan,Volcano,68
17-01-2018,Milky Way,13,Spain,Flood,29
12-01-2018,Milky Way,43,Spain,Flood,0
21-05-2018,Milky Way,147,South Korea,BushFIre,41
18-05-2019,Milky Way,82,Russia,Flood,17
03-08-2018,Milky Way,268,UK,Earthquake,0
06-12-2017,Sombrero,,New Zealand,,0
15-04-2017,Milky Way,1,Mongolia,Earthquake,127
01-01-2018,Sombrero,,North Korea,,124
01-11-2018,Milky Way,3,Canada,Landslide,6
15-02-2019,Sombrero,,India,,1784
21-02-2019,Milky Way,16,Indonesia,Flood,113
19-06-2018,Milky Way,120,Malaysia,Earthquake,40
04-03-2019,Milky Way,265,France,Flood,0
10-06-2018,Sombrero,,Singapore,,1728
05-11-2017,Milky Way,1,Mongolia,Earthquake,1
16-06-2017,Milky Way,207,Japan,Volcano,0
26-06-2019,Milky Way,21,North Korea,Volcano,7
15-04-2018,Sombrero,,South Korea,,946
23-02-2019,Milky Way,85,North Korea,Volcano,15
16-09-2018,Milky Way,103,Singapore,Earthquake,123
04-04-2019,Milky Way,259,China,Landslide,17
10-07-2018,Milky Way,5,Bangladesh,Flood,223
04-06-2018,Sombrero,,India,,1627
11-02-2018,Milky Way,8,Mongolia,Earthquake,31
18-08-2017,Milky Way,17,France,Flood,19
19-03-2018,Milky Way,43,Spain,Flood,1
14-05-2017,Sombrero,,India,,0
14-04-2017,Milky Way,14,UK,Earthquake,0
30-01-2019,Sombrero,,China,,0
28-12-2018,Milky Way,17,France,Flood,10
09-11-2017,Milky Way,255,India,Earthquake,3
11-11-2017,Milky Way,10,Mongolia,Earthquake,27
07-08-2018,Milky Way,21,North Korea,Volcano,78
03-04-2019,Milky Way,9,Mongolia,Earthquake,47
26-07-2018,Milky Way,21,North Korea,Volcano,46
02-06-2019,Milky Way,82,Russia,Flood,6
18-01-2019,Milky Way,217,Singapore,Earthquake,16
31-07-2017,Milky Way,261,China,Landslide,0
29-04-2019,Milky Way,14,UK,Earthquake,78
21-12-2017,Milky Way,29,Mongolia,Earthquake,14
18-04-2019,Milky Way,248,North Korea,Volcano,15
29-07-2018,Sombrero,,UK,,183
06-04-2019,Milky Way,1,Mongolia,Earthquake,169
19-06-2019,Milky Way,202,Germany,Earthquake,35
20-10-2018,Milky Way,10,Mongolia,Earthquake,38
27-08-2018,Milky Way,15,New Zealand,Landslide,66
11-06-2017,Milky Way,111,France,Flood,0
02-05-2019,Milky Way,16,Indonesia,Flood,134
13-06-2018,Milky Way,251,Malaysia,Earthquake,43
04-08-2017,Sombrero,,New Zealand,,0
15-08-2018,Milky Way,66,France,Flood,1
01-08-2017,Milky Way,248,North Korea,Volcano,2
16-04-2018,Milky Way,48,Australia,Flood,50
06-11-2018,Milky Way,165,Australia,Earthquake,51
19-06-2019,Milky Way,251,Malaysia,Earthquake,39
28-04-2018,Milky Way,1,Mongolia,Earthquake,183
27-12-2018,Milky Way,202,Germany,Earthquake,15
30-09-2017,Milky Way,64,Bangladesh,Flood,83
25-04-2018,Milky Way,136,Spain,Flood,78
24-01-2018,Milky Way,7,Mongolia,Earthquake,24
29-10-2017,Milky Way,15,New Zealand,Landslide,1
22-06-2019,Milky Way,65,India,Earthquake,20
18-07-2018,Milky Way,254,India,Earthquake,13
20-02-2018,Milky Way,61,Japan,Volcano,84
22-04-2018,Milky Way,17,France,Flood,2
21-02-2018,Milky Way,68,Japan,Volcano,27
21-05-2018,Sombrero,,South Korea,,689
07-08-2017,Milky Way,36,India,Earthquake,95
21-10-2018,Milky Way,5,Bangladesh,Flood,45
17-07-2018,Milky Way,13,Spain,Flood,48
22-12-2017,Milky Way,121,Bangladesh,Flood,0
19-04-2018,Milky Way,250,Japan,Volcano,21
18-06-2018,Milky Way,21,North Korea,Volcano,44
10-10-2017,Milky Way,64,Bangladesh,Flood,10
18-10-2018,Milky Way,135,North Korea,Volcano,428
18-12-2018,Milky Way,35,Spain,Flood,13
28-07-2017,Milky Way,121,Bangladesh,Flood,0
04-08-2018,Sombrero,,China,,0
09-10-2017,Sombrero,,China,,0
16-05-2018,Sombrero,,New Zealand,,0
09-07-2017,Sombrero,,Malaysia,,0
26-03-2018,Sombrero,,China,,0
23-05-2017,Milky Way,69,Spain,Flood,0
20-01-2018,Sombrero,,North Korea,,600
02-05-2019,Milky Way,111,France,Flood,8
11-01-2018,Sombrero,,New Zealand,,0
17-06-2017,Milky Way,265,France,Flood,0
03-05-2017,Milky Way,69,Spain,Flood,0
26-10-2017,Milky Way,265,France,Flood,0
09-08-2018,Milky Way,165,Australia,Earthquake,12
18-12-2017,Milky Way,5,Bangladesh,Flood,109
05-01-2018,Milky Way,15,New Zealand,Landslide,25
15-02-2019,Milky Way,74,North Korea,Volcano,27
11-06-2017,Milky Way,29,Mongolia,Earthquake,6
13-06-2017,Milky Way,67,Japan,Volcano,97
10-06-2017,Milky Way,250,Japan,Volcano,1
29-05-2019,Milky Way,267,France,Flood,0
21-09-2018,Milky Way,61,Japan,Volcano,49
09-03-2018,Milky Way,68,Japan,Volcano,33
18-11-2017,Milky Way,264,New Zealand,Landslide,0
09-05-2017,Milky Way,254,India,Earthquake,0
19-11-2017,Milky Way,79,Germany,Earthquake,34
07-05-2018,Milky Way,147,South Korea,BushFIre,42
13-01-2018,Milky Way,69,Spain,Flood,0
15-09-2017,Milky Way,10,Mongolia,Earthquake,101
24-06-2018,Milky Way,136,Spain,Flood,28
24-06-2019,Milky Way,111,France,Flood,11
16-06-2019,Milky Way,136,Spain,Flood,32
07-05-2018,Sombrero,,Spain,,936
14-03-2019,Milky Way,165,Australia,Earthquake,14
26-12-2018,Milky Way,3,Canada,Landslide,210
08-08-2018,Milky Way,266,Indonesia,Flood,0
17-05-2017,Milky Way,266,Indonesia,Flood,0
23-05-2019,Milky Way,64,Bangladesh,Flood,40
18-08-2018,Sombrero,,Australia,,3388
10-09-2017,Sombrero,,Japan,,74
25-03-2019,Milky Way,250,Japan,Volcano,29
29-08-2018,Milky Way,249,North Korea,Volcano,10
13-10-2017,Milky Way,66,France,Flood,0
24-11-2018,Sombrero,,Spain,,7731
14-05-2019,Milky Way,78,North Korea,Volcano,25
03-03-2018,Milky Way,104,Pakistan,Flood,0
21-01-2018,Milky Way,264,New Zealand,Landslide,0
04-01-2019,Milky Way,100,UK,Earthquake,14
05-07-2018,Milky Way,14,UK,Earthquake,11
18-02-2019,Milky Way,121,Bangladesh,Flood,16
26-11-2017,Milky Way,260,Spain,Flood,0
04-02-2019,Milky Way,79,Germany,Earthquake,36
24-05-2019,Milky Way,16,Indonesia,Flood,108
